"","movie_title","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes","id","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtAllCriticsRating","rtAllCriticsNumReviews","rtAllCriticsNumFresh","rtAllCriticsNumRotten","rtAllCriticsScore","rtTopCriticsRating","rtTopCriticsNumReviews","rtTopCriticsNumFresh","rtTopCriticsNumRotten","rtTopCriticsScore","rtAudienceRating","rtAudienceNumRatings","rtAudienceScore","rtPictureURL"
"614","East Is East","Color","Damien O'Donnell",82,96,70,163,"Jimi Mistry",883,4170647,"Comedy|Drama","Archie Panjabi",14548,1616,"Om Puri",0,"england|marriage|muslim|pakistani|salford","http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1",161,"English","UK","R",1900000,1999,183,6.9,1.85,1000,3538,166175,"Oriente es oriente","http://ia.media-imdb.com/images/M/MV5BMTI0MDk3ODQ4M15BMl5BanBnXkFtZTcwMDQ1NDkyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1999,"east_is_east","7.2","30","24","6","80","7.1","6","5","1","83","3.6","2798","75","http://content9.flixster.com/movie/10/88/95/10889599_det.jpg"
"615","Eastern Promises","Color","David Cronenberg",356,96,0,509,"Naomi Watts",10000,17114882,"Crime|Mystery|Thriller","Viggo Mortensen",189249,17211,"Raza Jaffrey",1,"male pubic hair|pubic hair|russian|sex scene|turkish bath","http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1",398,"English","USA","R",2.5e+07,2007,6000,7.7,1.85,0,5224,765443,"Promesas del este","http://ia.media-imdb.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1._SX214_CR0,0,214,314_.jpg",2007,"eastern_promises","7.6","190","169","21","88","7.4","35","30","5","85","3.8","66267","82","http://content6.flixster.com/movie/95/78/52/9578528_det.jpg"
"616","Easy Money","Color","Daniel Espinosa",90,124,79,93,"Fares Fares",309,188870,"Action|Crime|Drama|Thriller","Fabian Bolin",13443,857,"Matias Varela",1,"double life|drugs|financial crisis|first part|serbian","http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1",25,"Swedish","Sweden","R",NA,2010,254,6.7,2.35,0,3846,85470,"Quien tiene una suegra tiene un tesoro","http://ia.media-imdb.com/images/M/MV5BMzI2MTE3OTg4NF5BMl5BanBnXkFtZTcwODcxMjMyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1983,"1006425-easy_money","5.2","6","2","4","33","0","1","0","1","0","3.1","883","57","http://content9.flixster.com/movie/10/86/90/10869099_det.jpg"
"617","Easy Virtue","Color","Stephan Elliott",135,97,11,548,"Kristin Scott Thomas",14000,2656324,"Comedy|Romance","Colin Firth",16444,16431,"Kris Marshall",4,"estate|female frontal nudity|female nudity|no panties|unhappy marriage","http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1",79,"English","UK","PG-13",NA,2008,1000,6.7,2.35,2000,2225,808244,"Una familia con clase","http://ia.media-imdb.com/images/M/MV5BMTI0NDA2NDM4OV5BMl5BanBnXkFtZTcwMjUxODk0Mg@@._V1._SY314_CR1,0,214,314_.jpg",2008,"1202807-easy_virtue","5.8","120","63","57","52","5.8","26","13","13","50","3.1","16900","48","http://content7.flixster.com/movie/10/86/91/10869105_det.jpg"
"618","Ed and His Dead Mother"," Black and White","Jonathan Wacks",13,93,0,482,"Gary Farmer",12000,NA,"Comedy|Horror","Steve Buscemi",1435,14620,"Jon Gries",0,"based on ed gein|dog|hyperactive|macabre|zombie","http://www.imdb.com/title/tt0106792/?ref_=fn_tt_tt_1",17,"English","USA","PG-13",1800000,1993,580,6.1,1.78,266,6505,106792,"Buen apetito, mamá","http://ia.media-imdb.com/images/M/MV5BMTUwMjA0NDM1Ml5BMl5BanBnXkFtZTcwODEyOTAyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1993,"ed_and_his_dead_mother","5.4","6","3","3","50","0","0","0","0","0","0","0","0","http://content6.flixster.com/movie/10/87/05/10870560_det.jpg"
"619","Ed Wood"," Black and White","Tim Burton",148,127,13000,940,"Bill Murray",40000,5887457,"Biography|Comedy|Drama","Johnny Depp",142416,56585,"Martin Landau",1,"1950s|director|friend|friendship|transvestism","http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1",420,"English","USA","R",1.8e+07,1994,13000,7.9,1.85,0,235,109707,"Ed Wood","http://ia.media-imdb.com/images/M/MV5BMTIxNzQ3NTI1NV5BMl5BanBnXkFtZTcwOTM1MTIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1994,"ed_wood","7.9","57","52","5","91","7.2","12","9","3","75","3.7","28216","83","http://content9.flixster.com/movie/10/88/97/10889755_det.jpg"
"620","Edmond","Color","Stuart Gordon",79,82,216,885,"DulÃ© Hill",1000,131617,"Drama|Thriller","Joe Mantegna",9971,5761,"Jeffrey Combs",1,"bipolar disorder|sodomy|stabbing|street life|violence","http://www.imdb.com/title/tt0443496/?ref_=fn_tt_tt_1",119,"English","USA","R",1e+07,2005,922,6.3,1.85,661,46572,443496,"Edmond","http://ia.media-imdb.com/images/M/MV5BMTgzNDcxOTY0NF5BMl5BanBnXkFtZTcwNzUzNTQzMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"edmond","5.6","72","33","39","45","5.5","17","8","9","47","2.8","11822","37","http://content8.flixster.com/movie/17/63/79/1763798_det.jpg"
"621","Edtv","Color","Ron Howard",115,122,2000,1000,"Adam Goldberg",11000,22362500,"Comedy|Drama","Matthew McConaughey",35599,15275,"Clint Howard",0,"female removes her clothes|one word title|producer|television|video store","http://www.imdb.com/title/tt0131369/?ref_=fn_tt_tt_1",195,"English","USA","PG-13",5.5e+07,1999,1000,6.1,1.85,641,2567,131369,"Edtv","http://ia.media-imdb.com/images/M/MV5BMTIxMzU2MDkzOF5BMl5BanBnXkFtZTcwNjM0NTMyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,"edtv","6.3","42","26","16","61","6.2","7","3","4","42","2.6","8130","31","http://content8.flixster.com/movie/26/08/260802_det.jpg"
"622","Edward Scissorhands","Color","Tim Burton",111,105,13000,658,"Dianne Wiest",40000,56362352,"Fantasy|Romance","Johnny Depp",357581,42330,"Conchata Ferrell",0,"creation|inventor|magical realism|scissors|suburb","http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1",588,"English","USA","PG-13",2e+07,1990,967,7.9,1.85,16000,2291,99487,"Eduardo Manostijeras","http://ia.media-imdb.com/images/M/MV5BMTgxMDQzNzY5M15BMl5BanBnXkFtZTYwNjY2NTM5._V1._SY314_CR3,0,214,314_.jpg",1990,"edward_scissorhands","7.6","53","48","5","90","6.8","9","7","2","77","3.8","145994","88","http://content9.flixster.com/movie/10/92/33/10923351_det.jpg"
"623","Eight Below","Color","Frank Marshall",118,120,155,249,"Bruce Greenwood",23000,81593527,"Adventure|Drama|Family","Paul Walker",48806,24300,"Wendy Crewson",1,"antarctica|dog|siberian husky|sled dog|survival","http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1",263,"English","USA","PG",4e+07,2006,984,7.3,2.35,11000,5663,397313,"Bajo cero","http://ia.media-imdb.com/images/M/MV5BMTU5MDU1NTk2MF5BMl5BanBnXkFtZTcwMzcyODIzMQ@@._V1._SY314_CR4,0,214,314_.jpg",2006,"eight_below","6.5","139","99","40","71","6.1","31","16","15","51","3.4","27593","80","http://content6.flixster.com/movie/31/28/312800_det.jpg"
"624","Eight Legged Freaks","Color","Ellory Elkayem",181,99,11,762,"Doug E. Doug",19000,17266505,"Action|Comedy|Horror","Scarlett Johansson",43764,22554,"Riley Smith",1,"creature feature|human versus spider|spider|spider feature|woman sheriff","http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1",291,"English","USA","PG-13",3e+07,2002,953,5.4,2.35,0,5478,271367,"Arac Attack","http://ia.media-imdb.com/images/M/MV5BMTQwMzIwNTk0MF5BMl5BanBnXkFtZTcwMTY2NTQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",2002,"eight_legged_freaks","5.5","140","66","74","47","5","25","9","16","36","2.5","10925","36","http://content7.flixster.com/movie/26/67/266717_det.jpg"
"625","El crimen del padre Amaro","Color","Carlos Carrera",85,118,12,67,"Ana Claudia TalancÃ³n",201,5709616,"Drama|Romance","DamiÃ¡n AlcÃ¡zar",11088,546,"Pedro ArmendÃ¡riz Jr.",0,"church|love|mexico|politics|priest","http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1",110,"Spanish","Mexico","R",1800000,2002,163,6.8,1.85,544,5818,313196,"El crimen del padre Amaro","http://ia.media-imdb.com/images/M/MV5BNzQyOTcwMDQ3NV5BMl5BanBnXkFtZTYwNjIyMDg5._V1._SY314_CR1,0,214,314_.jpg",2002,"crime_of_padre_amaro","6.2","82","51","31","62","6.3","29","19","10","65","3.7","3433","73","http://content8.flixster.com/movie/10/89/50/10895046_det.jpg"
"626","Election","Color","Alexander Payne",175,103,729,133,"Chris Klein",2000,14879556,"Comedy|Drama","Matthew Broderick",73640,3516,"Molly Hagan",0,"female protagonist|high school|self destructiveness|student council president|student government","http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1",441,"English","USA","R",8e+06,1999,841,7.3,2.35,0,2599,126886,"Election","http://ia.media-imdb.com/images/M/MV5BMzQxMDcyNzM4M15BMl5BanBnXkFtZTcwNzc1NjIyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,"election","7.8","101","93","8","92","7.7","23","21","2","91","3.3","11134","72","http://content9.flixster.com/movie/28/43/284319_det.jpg"
"627","Elektra","Color","Rob Bowman",196,100,38,1000,"Cary-Hiroyuki Tagawa",3000,24407944,"Action|Crime|Fantasy|Thriller","Jennifer Garner",71202,7048,"Goran Visnjic",0,"assassin|battle|heroine|martial arts|spin off","http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1",380,"English","Canada","PG-13",4.3e+07,2005,1000,4.8,2.35,0,31221,357277,"Elektra","http://ia.media-imdb.com/images/M/MV5BMTk2MzEwNjEwNV5BMl5BanBnXkFtZTcwODczMDIzMw@@._V1._SX214_CR0,0,214,314_.jpg",2005,"elektra","3.7","150","15","135","10","3.8","33","4","29","12","2.6","26366","47","http://content7.flixster.com/movie/25/43/254397_det.jpg"
"628","Elf","Color","Jon Favreau",152,97,4000,8000,"Zooey Deschanel",22000,173381405,"Comedy|Family|Fantasy|Romance","Peter Dinklage",147597,43354,"Will Ferrell",1,"baby|christmas spirit|elf|new york city|north pole","http://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1",395,"English","USA","PG",3.3e+07,2003,11000,6.9,1.85,21000,6936,319343,"Elf","http://ia.media-imdb.com/images/M/MV5BMTY0ODU3MzA1OF5BMl5BanBnXkFtZTcwNjExMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",2003,"elf","6.9","166","139","27","83","6.5","38","29","9","76","3.2","66072","73","http://content6.flixster.com/movie/55/04/81/5504816_det.jpg"
"629","Elizabeth","Color","Shekhar Kapur",141,124,159,240,"John Gielgud",288,30012990,"Biography|Drama|History","Fanny Ardant",75973,1006,"Eric Cantona",1,"16th century|british royal family|catholic|queen|queen elizabeth i","http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1",409,"English","UK","R",2.5e+07,1998,249,7.5,1.85,0,2336,127536,"Elizabeth","http://ia.media-imdb.com/images/M/MV5BMTQxMDI1NDc2M15BMl5BanBnXkFtZTcwMzMxNzIyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1998,"1084153-elizabeth","7.3","47","38","9","80","8.3","9","9","0","100","3.8","19341","86","http://content7.flixster.com/movie/10/83/89/10838937_det.jpg"
"630","Elizabeth: The Golden Age","Color","Shekhar Kapur",202,114,159,877,"Abbie Cornish",13000,16264475,"Biography|Drama|History|War","Eddie Redmayne",54787,16899,"Jordi MollÃ ",1,"court|intrigue|queen|spain|virgin","http://www.imdb.com/title/tt0414055/?ref_=fn_tt_tt_1",216,"English","UK","PG-13",5.5e+07,2007,2000,6.9,1.85,0,55274,414055,"Elizabeth - La edad de oro","http://ia.media-imdb.com/images/M/MV5BNTg0MDc5OTAyNl5BMl5BanBnXkFtZTcwMTczMzc1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,"golden_age","5.1","162","56","106","34","5","37","10","27","27","3.3","74366","62","http://content7.flixster.com/movie/10/92/49/10924953_det.jpg"
"631","Elizabethtown","Color","Cameron Crowe",190,123,488,2000,"Kirsten Dunst",5000,26838389,"Comedy|Drama|Romance","Orlando Bloom",58658,12700,"Judy Greer",0,"flight|flight attendant|kentucky|shoes|travel","http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1",495,"English","USA","PG-13",5.7e+07,2005,4000,6.4,1.85,0,39231,368709,"Elizabethtown","http://ia.media-imdb.com/images/M/MV5BMTcyNDcwNjcwMV5BMl5BanBnXkFtZTcwNzc3MzIzMQ@@._V1._SY314_CR4,0,214,314_.jpg",2005,"elizabethtown","4.6","168","46","122","27","4.1","36","7","29","19","3.1","42584","65","http://content9.flixster.com/movie/25/03/250315_det.jpg"
"632","Ella Enchanted","Color","Tommy O'Haver",89,96,13,973,"Steve Coogan",11000,22913677,"Comedy|Family|Fantasy|Romance","Anne Hathaway",47800,17292,"Joanna Lumley",1,"curse|fairy|obedience|prince|strong female character","http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1",244,"English","USA","PG",3.5e+07,2004,1000,6.3,1.85,0,7380,327679,"Hechizada","http://ia.media-imdb.com/images/M/MV5BMTI2MjI3Nzg3NV5BMl5BanBnXkFtZTcwMjc2NTYyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2004,"ella_enchanted","5.6","113","56","57","49","5.7","30","14","16","46","3.1","50156","62","http://content9.flixster.com/movie/10/87/94/10879427_det.jpg"
"633","Elling","Color","Petter NÃ¦ss",67,89,16,14,"Per Christian Ellefsen",117,313436,"Comedy|Drama","JÃ¸rgen Langhelle",12244,155,"Sven Nordin",0,"friendship|mental illness|poet|sex obsession|virgin","http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1",95,"Norwegian","Norway","R",15500000,2001,21,7.6,1.85,0,5890,279064,"Elling","http://ia.media-imdb.com/images/M/MV5BMzczMzg1NzM3Nl5BMl5BanBnXkFtZTYwNjQ5ODc5._V1._SX214_CR0,0,214,314_.jpg",2001,"elling","7.1","58","49","9","84","7.3","17","16","1","94","4.1","2002","90","http://content9.flixster.com/movie/10/88/31/10883135_det.jpg"
"634","Elmer Gantry","Color","Richard Brooks",42,146,174,125,"Jean Simmons",556,NA,"Drama","Shirley Jones",7998,1444,"Edward Andrews",1,"1920s|evangelist|preacher|revival|traveling salesman","http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1",81,"English","USA","Approved",3e+06,1960,422,7.9,1.66,808,4190,53793,"El fuego y la palabra","http://ia.media-imdb.com/images/M/MV5BMTgxNDAwOTUyN15BMl5BanBnXkFtZTcwNTQ4ODQyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1960,"elmer_gantry","7.8","26","25","1","96","0","3","2","1","66","3.8","750","82","http://content7.flixster.com/movie/10/87/75/10877589_det.jpg"
"635","Employee of the Month","Color","Greg Coolidge",85,103,27,534,"Danny Woodburn",1000,28435406,"Comedy|Romance","Dane Cook",37681,4441,"Jessica Simpson",2,"competition|date|employee|laser in eyes|slacker","http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1",151,"English","USA","PG-13",1.2e+07,2006,809,5.5,1.85,0,31445,424993,"Employee of the Month","http://ia.media-imdb.com/images/M/MV5BMTc4NTc2NDI5OF5BMl5BanBnXkFtZTcwMDQ4NzYzMQ@@._V1._SY314_CR4,0,214,314_.jpg",2006,"employee_of_the_month","4","88","18","70","20","3.9","25","4","21","16","3.2","54090","61","http://content7.flixster.com/movie/28/18/36/2818365_det.jpg"
"636","Enchanted","Color","Kevin Lima",222,107,36,118,"Teala Dunn",283,127706877,"Animation|Comedy|Family|Fantasy|Musical|Romance","Jeff Bennett",142496,662,"Fred Tatasciore",2,"fairy tale|lawyer|love|new york|prince","http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1",399,"English","USA","PG",8.5e+07,2007,142,7.1,2.35,0,6211,461770,"Encantada. La historia de Giselle","http://ia.media-imdb.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,"enchanted","7.3","157","145","12","92","7.4","34","31","3","91","3.8","188655","80","http://content6.flixster.com/movie/10/87/94/10879424_det.jpg"
"637","End of Days","Color","Peter Hyams",174,121,0,595,"Mark Margolis",1000,66862068,"Action|Fantasy|Horror|Mystery","CCH Pounder",89509,3903,"Udo Kier",0,"atheist|ex cop|female masturbation|female nudity|lucifer","http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1",524,"English","USA","R",8.3e+07,1999,1000,5.7,2.35,2000,3113,146675,"El fin de los días","http://ia.media-imdb.com/images/M/MV5BMjE2NTA4MDE0OV5BMl5BanBnXkFtZTcwMjk1OTcxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,"end_of_days","3.7","98","11","87","11","3.3","24","1","23","4","2.8","14087","41","http://content8.flixster.com/movie/10/84/59/10845938_det.jpg"
"638","End of the Spear","Color","Jim Hanon",47,108,2,30,"Chad Allen",772,11703287,"Adventure|Drama","Chase Ellison",4360,1058,"Jack Guzman",3,"death|missionary|spear|speared to death|tribe","http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1",148,"English","USA","PG-13",1e+07,2005,232,7,2.35,1000,46919,399862,"El final del espíritu","http://ia.media-imdb.com/images/M/MV5BMTYxOTU0NDUzMV5BMl5BanBnXkFtZTcwNDgzMTczMQ@@._V1._SX214_CR0,0,214,314_.jpg",2005,"end_of_the_spear","5.1","51","20","31","39","4.3","17","3","14","17","3.7","2835","82","http://content6.flixster.com/movie/10/87/81/10878116_det.jpg"
"639","Endless Love","Color","Shana Feste",98,104,19,942,"Bruce Greenwood",15000,23393765,"Drama|Romance","Alex Pettyfer",31323,18760,"Rhys Wakefield",0,"brother sister relationship|high school graduation|love|sparkler|unfaithful husband","http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1",76,"English","USA","PG-13",2e+07,2014,989,6.3,2.35,0,5729,82329,"Amor sin fin","http://ia.media-imdb.com/images/M/MV5BMTU3ODg4ODMyMF5BMl5BanBnXkFtZTcwNjY3MTMzMQ@@._V1._SY314_CR10,0,214,314_.jpg",1981,"endless_love","3.9","13","3","10","23","0","3","0","3","0","0","0","0","http://content8.flixster.com/movie/18/96/79/1896794_det.jpg"
"640","Enemy at the Gates","Color","Jean-Jacques Annaud",187,131,218,29,"Gabriel Thomson",5000,51396781,"Drama|History|War","Bob Hoskins",188887,5103,"Clemens Schick",1,"battle|german|russian|sniper|stalingrad","http://www.imdb.com/title/tt0215750/?ref_=fn_tt_tt_1",662,"English","USA","R",6.8e+07,2001,35,7.6,2.35,0,4223,215750,"Enemigo a las puertas","http://ia.media-imdb.com/images/M/MV5BMTIwNTE0Njc0Nl5BMl5BanBnXkFtZTcwMTE5MTAzMQ@@._V1._SY314_CR3,0,214,314_.jpg",2001,"enemy_at_the_gates","5.6","135","72","63","53","5.6","31","16","15","51","3.6","31546","81","http://content9.flixster.com/movie/10/89/26/10892639_det.jpg"
"641","Enemy of the State","Color","Tony Scott",81,140,12000,619,"Jake Busey",10000,111544445,"Action|Crime|Drama|Mystery|Thriller","Will Smith",188116,11951,"Lisa Bonet",4,"congressman|lawyer|nsa|on the run|surveillance","http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1",415,"English","USA","R",9e+07,1998,660,7.3,2.35,0,2353,120660,"Enemigo público","http://ia.media-imdb.com/images/M/MV5BMTI1ODg5NDU3Ml5BMl5BanBnXkFtZTcwOTQ4ODIzMQ@@._V1._SX99_SY140_.jpg",1998,"enemy_of_the_state","6.4","81","57","24","70","6.2","20","13","7","65","3.5","34766","76","http://content9.flixster.com/movie/10/87/15/10871599_det.jpg"
"642","Enough","Color","Michael Apted",98,115,150,789,"Jeff Kober",970,39177215,"Crime|Drama|Thriller","Bill Cobbs",30667,3770,"Billy Campbell",1,"abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt","http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1",234,"English","USA","PG-13",3.8e+07,2002,919,5.6,2.35,0,5387,278435,"Nunca más","http://ia.media-imdb.com/images/M/MV5BMTU4OTMxNDkyMl5BMl5BanBnXkFtZTcwNDA5NTcyMQ@@._V1._SY314_CR8,0,214,314_.jpg",2002,"1114051-enough","4","121","26","95","21","3.9","30","5","25","16","3.1","15185","71","http://content6.flixster.com/movie/10/88/19/10881972_det.jpg"
"643","Entrapment","Color","Jon Amiel",138,113,36,232,"Kevin McNally",537,87704396,"Action|Crime|Romance|Thriller","Will Patton",88132,1302,"Maury Chaykin",1,"art thief|insurance|mask|master thief|reference to iron maiden","http://www.imdb.com/title/tt0137494/?ref_=fn_tt_tt_1",274,"English","USA","PG-13",6.6e+07,1999,427,6.2,2.35,0,2605,137494,"La trampa","http://ia.media-imdb.com/images/M/MV5BMTIyOTQ0NTU3Ml5BMl5BanBnXkFtZTcwNzY1MDQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1999,"entrapment","5.2","80","30","50","37","4.7","18","7","11","38","3","17343","57","http://content8.flixster.com/movie/26/39/263902_det.jpg"
"644","Envy","Color","Barry Levinson",76,99,272,62,"Ariel Gade",1000,12181484,"Comedy","Amy Poehler",26390,1189,"Sam Lerner",1,"best friend|dog|envy|jealousy|neighbor","http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1",176,"English","USA","PG-13",4e+07,2004,87,4.8,1.85,713,7448,326856,"Envidia","http://ia.media-imdb.com/images/M/MV5BMTM5NTMyNjg0OF5BMl5BanBnXkFtZTcwODUxMjUyMQ@@._V1._SY314_CR1,0,214,314_.jpg",2004,"1131155-envy","3.1","114","8","106","7","2.9","33","0","33","0","2.5","7245","33","http://content7.flixster.com/movie/11/13/01/11130109_det.jpg"
"645","Epic Movie","Color","Jason Friedberg",112,93,82,729,"Carmen Electra",926,39737645,"Adventure|Comedy","David Carradine",89687,4293,"Fred Willard",11,"chocolate|chocolate factory|factory|orphan|student","http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1",666,"English","USA","PG-13",2e+07,2007,869,2.3,1.85,0,50798,799949,"Epic Movie","http://ia.media-imdb.com/images/M/MV5BMTA3NDM5ODU3NzleQTJeQWpwZ15BbWU3MDgyMjgyNDE@._V1._SX214_CR0,0,214,314_.jpg",2007,"epic_movie","2.3","62","1","61","1","2.6","15","1","14","6","2.5","152790","38","http://content7.flixster.com/movie/38/48/72/3848725_det.jpg"
"646","Equilibrium","Color","Kurt Wimmer",146,107,110,722,"Emily Watson",23000,1190018,"Action|Drama|Sci-Fi|Thriller","Christian Bale",261317,25088,"Sean Pertwee",2,"cleric|dystopia|fascist|law|neo noir","http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1",1137,"English","USA","R",2e+07,2002,876,7.5,2.35,20000,5903,238380,"Equilibrium","http://ia.media-imdb.com/images/M/MV5BOTEyMjkwODM4Ml5BMl5BanBnXkFtZTYwMTgyNjk5._V1._SY314_CR3,0,214,314_.jpg",2002,"equilibrium","4.8","82","30","52","36","4.5","23","7","16","30","3.7","77822","82","http://content8.flixster.com/movie/26/70/267094_det.jpg"
"647","Eragon"," Black and White","Stefen Fangmeier",170,104,14,203,"Ed Speleers",3000,75030163,"Action|Adventure|Family|Fantasy","Djimon Hounsou",108076,4487,"Gary Lewis",0,"dragon|dragon rider|fictional war|sword and fantasy|teenage hero","http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1",1690,"English","USA","PG",1e+08,2006,762,5.1,2.35,0,49649,449010,"Eragon","http://ia.media-imdb.com/images/M/MV5BMTg0Mzk4MTQ3MF5BMl5BanBnXkFtZTcwMjMwNDM0MQ@@._V1._SY314_CR9,0,214,314_.jpg",2006,"more-than-you2006","0","0","0","0","0","0","0","0","0","0","0","0","0","http://content9.flixster.com/movie/10/84/39/10843991_det.jpg"
"648","Eraser","Color","Chuck Russell",81,115,55,383,"James Coburn",1000,101228120,"Action|Drama|Mystery|Thriller","Vanessa Williams",84424,3454,"Roma Maffia",1,"assassination attempt|corporate crime|rogue agent|witness|witness protection program","http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1",131,"English","USA","R",1e+08,1996,773,6.1,2.35,0,786,116213,"Eraser (Eliminador)","http://ia.media-imdb.com/images/M/MV5BODkyOTE2MjY5OF5BMl5BanBnXkFtZTcwNzI1NjUxMQ@@._V1._SY314_CR8,0,214,314_.jpg",1996,"eraser","4.9","44","15","29","34","5.2","11","4","7","36","2.8","10891","43","http://content7.flixster.com/movie/27/12/271217_det.jpg"
"649","Eraserhead"," Black and White","David Lynch",152,89,0,121,"Jack Nance",195,NA,"Fantasy|Horror|Sci-Fi","Hal Landon Jr.",69831,837,"Charlotte Stewart",1,"apartment|baby|deformed baby|factory|surrealism","http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1",535,"English","USA","Unrated",20000,1977,158,7.4,1.37,0,3676,74486,"Cabeza borradora","http://ia.media-imdb.com/images/M/MV5BMTU1Njg2ODQxMV5BMl5BanBnXkFtZTcwMTkzMzUxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1976,"eraserhead","7.9","40","36","4","90","6.5","5","4","1","80","3.9","15996","83","http://content6.flixster.com/movie/28/60/286000_det.jpg"
"650","Erin Brockovich","Color","Steven Soderbergh",169,131,0,658,"Albert Finney",8000,125548685,"Biography|Drama","Julia Roberts",135246,10003,"Conchata Ferrell",0,"contamination|corporate crime|environmental issue|female protagonist|working single mother","http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1",498,"English","USA","R",5.2e+07,2000,883,7.3,1.85,0,3408,195685,"Erin Brockovich","http://ia.media-imdb.com/images/M/MV5BMTI3MjY3OTkwNl5BMl5BanBnXkFtZTYwMTQ5MDg4._V1._SY314_CR18,0,214,314_.jpg",2000,"erin_brockovich","7.3","137","114","23","83","7.3","34","30","4","88","3.5","33256","76","http://content7.flixster.com/movie/55/36/21/5536217_det.jpg"
"651","Escape from Alcatraz","Color","Don Siegel",53,112,152,459,"Patrick McGoohan",16000,36500000,"Biography|Crime|Drama","Clint Eastwood",87090,17568,"Fred Ward",0,"alcatraz|escape|inmate|island|prison","http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1",142,"English","USA","PG",8e+06,1979,466,7.6,1.85,0,8340,79116,"Fuga de Alcatraz","http://ia.media-imdb.com/images/M/MV5BMTU1NjQ1NjQ4OF5BMl5BanBnXkFtZTcwMTU0MDQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1979,"escape_from_alcatraz","7","17","16","1","94","0","1","1","0","100","3.6","14313","78","http://content8.flixster.com/movie/25/79/257922_det.jpg"
